season,week,game.id,date,dow,team,opp,h.a,playerid,name,full_name,pos,dk.salary,fan_pts,pass.att,pass.comp,passyds,pass.tds,pass.ints,pass.twopta,pass.twoptm,rush.att,rushyds,rushtds,rushlng,rushlngtd,rush.twopta,rush.twoptm,recept,recyds,rec.tds,reclng,reclngtd,rec.twopta,rec.twoptm,kick.rets,kickret.avg,kickret.tds,kick.ret.lng,kickret.lngtd,punt.rets,puntret.avg,puntret.tds,puntret.lng,puntret.lngtd,fgm,fga,fgyds,totpts.fg,xpmade,xpmissed,xpa,xpb,xppts.tot,tackles,asst.tackles,sacks,defints,forced.fumbs,totalfumbs,recfumbs,totalrecfumbs,fumbyds,fumbslost,games
2019,3,2019092208,2019-09-22,Sun,ARI,CAR,h,00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,5100,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092208,2019-09-22,Sun,ARI,CAR,h,00-0035287,K.Johnson,KeeSean Johnson,WR,3400,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092208,2019-09-22,Sun,ARI,CAR,h,00-0028112,C.Clay,Charles Clay,TE,2600,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092208,2019-09-22,Sun,ARI,CAR,h,00-0035527,A.Isabella,Andy Isabella,WR,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092208,2019-09-22,Sun,CAR,ARI,a,00-0034577,K.Allen,Kyle Allen,QB,4000,25.339999999999996,26,19,261,4,0,0,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
2019,3,2019092208,2019-09-22,Sun,CAR,ARI,a,00-0033280,C.McCaffrey,Christian McCaffrey,RB,8700,30.8,0,0,0,0,0,0,0,24,153,1,76,76,0,0,3,35,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092208,2019-09-22,Sun,CAR,ARI,a,00-0034827,D.Moore,D.J. Moore,WR,5900,13.4,0,0,0,0,0,0,0,1,12,0,12,0,0,0,1,52,1,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092208,2019-09-22,Sun,CAR,ARI,a,00-0033296,A.Armah,Alex Armah,RB,3000,1.5999999999999999,0,0,0,0,0,0,0,1,4,0,4,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092208,2019-09-22,Sun,CAR,ARI,a,00-0034578,R.Bonnafon,Reggie Bonnafon,RB,3000,0.5,0,0,0,0,0,0,0,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092208,2019-09-22,Sun,CAR,ARI,a,00-0028237,C.Hogan,Chris Hogan,WR,3000,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092208,2019-09-22,Sun,CAR,ARI,a,00-0033282,C.Samuel,Curtis Samuel,WR,4800,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092208,2019-09-22,Sun,CAR,ARI,a,00-0025418,G.Olsen,Greg Olsen,TE,3700,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,75,2,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092208,2019-09-22,Sun,CAR,ARI,a,00-0029572,J.Wright,Jarius Wright,WR,3000,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,PIT,SF,a,00-0033553,J.Conner,James Conner,RB,6400,8.700000000000001,0,0,0,0,0,0,0,13,43,0,10,0,0,0,4,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2019,3,2019092212,2019-09-22,Sun,PIT,SF,a,00-0034771,M.Rudolph,Mason Rudolph,QB,4800,15.46,27,14,174,2,1,0,0,4,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,PIT,SF,a,00-0034676,J.Washington,James Washington,WR,3500,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,PIT,SF,a,00-0032935,J.Holton,Johnny Holton,WR,3000,0.9,0,0,0,0,0,0,0,1,9,0,9,0,0,0,0,0,0,0,0,0,0,2,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,PIT,SF,a,00-0035216,D.Johnson,Diontae Johnson,WR,3000,14.8,0,0,0,0,0,0,0,1,6,0,6,0,0,0,3,52,1,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,PIT,SF,a,00-0033562,R.Switzer,Ryan Switzer,WR,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,PIT,SF,a,00-0035217,B.Snell,Benny Snell,RB,3500,0.6,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,PIT,SF,a,00-0030470,V.McDonald,Vance McDonald,TE,4300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,PIT,SF,a,00-0033857,J.Smith-Schuster,JuJu Smith-Schuster,WR,6900,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,1,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,PIT,SF,a,00-0031035,X.Grimble,Xavier Grimble,TE,2500,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,SF,PIT,h,00-0031345,J.Garoppolo,Jimmy Garoppolo,QB,6200,12.38,32,23,277,1,2,0,0,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-10,1,1
2019,3,2019092212,2019-09-22,Sun,SF,PIT,h,00-0031687,R.Mostert,Raheem Mostert,RB,4700,6.9,0,0,0,0,0,0,0,12,79,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
2019,3,2019092212,2019-09-22,Sun,SF,PIT,h,00-0035719,D.Samuel,Deebo Samuel,WR,4500,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,SF,PIT,h,00-0033308,M.Breida,Matt Breida,RB,5400,10.8,0,0,0,0,0,0,0,14,68,0,10,0,0,0,2,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,SF,PIT,h,00-0033307,K.Bourne,Kendrick Bourne,WR,3000,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,SF,PIT,h,00-0034115,J.Wilson,Jeff Wilson,RB,3000,13.8,0,0,0,0,0,0,0,8,18,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,SF,PIT,h,00-0034860,D.Pettis,Dante Pettis,WR,4500,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,SF,PIT,h,00-0029892,K.Juszczyk,Kyle Juszczyk,RB,3000,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,SF,PIT,h,00-0033288,G.Kittle,George Kittle,TE,5600,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,57,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092212,2019-09-22,Sun,SF,PIT,h,00-0030068,M.Goodwin,Marquise Goodwin,WR,5000,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,NO,SEA,a,00-0035215,D.Harris,Deonte Harris,WR,3000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,32,0,3,17,1,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2019,3,2019092211,2019-09-22,Sun,NO,SEA,a,00-0032765,M.Thomas,Michael Thomas,WR,7400,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,NO,SEA,a,00-0033906,A.Kamara,Alvin Kamara,RB,8000,37.099999999999994,0,0,0,0,0,0,0,16,69,1,16,1,0,0,9,92,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,NO,SEA,a,00-0025396,T.Ginn,Ted Ginn,WR,3900,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,NO,SEA,a,00-0030513,L.Murray,Latavius Murray,RB,4100,0.2,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,NO,SEA,a,00-0033357,T.Hill,Taysom Hill,QB,4400,2,0,0,0,0,0,0,0,1,5,0,5,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,NO,SEA,a,00-0031237,T.Bridgewater,Teddy Bridgewater,QB,4700,16.28,27,19,177,2,0,0,0,3,12,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,NO,SEA,a,00-0029931,Z.Line,Zach Line,RB,3000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,NO,SEA,a,00-0027061,J.Cook,Jared Cook,TE,3800,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,NO,SEA,a,00-0030216,J.Hill,Josh Hill,TE,2500,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,SEA,NO,h,00-0033594,C.Carson,Chris Carson,RB,5900,5,0,0,0,0,0,0,0,15,52,0,22,0,0,0,1,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2019,3,2019092211,2019-09-22,Sun,SEA,NO,h,00-0032211,T.Lockett,Tyler Lockett,WR,6200,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,154,1,40,8,0,0,2,23,0,29,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,SEA,NO,h,00-0034867,M.Turner,Malik Turner,WR,3400,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,SEA,NO,h,00-0032393,C.Prosise,C.J. Prosise,RB,3000,9.3,0,0,0,0,0,0,0,4,5,0,2,0,0,0,5,38,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,SEA,NO,h,00-0029263,R.Wilson,Russell Wilson,QB,6300,44.339999999999996,50,32,406,2,0,0,0,7,51,2,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,SEA,NO,h,00-0033589,D.Moore,David Moore,WR,3100,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,SEA,NO,h,00-0034159,W.Dissly,Will Dissly,TE,3400,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,62,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,SEA,NO,h,00-0030300,J.Brown,Jaron Brown,WR,3100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092211,2019-09-22,Sun,SEA,NO,h,00-0032394,N.Vannett,Nick Vannett,TE,2600,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,HOU,LAC,a,00-0033537,D.Watson,Deshaun Watson,QB,6400,29.84,34,25,351,3,0,0,0,7,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
2019,3,2019092210,2019-09-22,Sun,HOU,LAC,a,00-0030564,D.Hopkins,DeAndre Hopkins,WR,7800,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,67,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,HOU,LAC,a,00-0032257,D.Johnson,Duke Johnson,RB,4300,4.4,0,0,0,0,0,0,0,2,2,0,1,0,0,0,2,22,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,HOU,LAC,a,00-0031045,C.Hyde,Carlos Hyde,RB,4500,7.9,0,0,0,0,0,0,0,10,19,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,HOU,LAC,a,00-0031763,D.Carter,DeAndre Carter,WR,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,HOU,LAC,a,00-0033127,W.Fuller,Will Fuller,WR,4900,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,HOU,LAC,a,00-0029738,D.Fells,Darren Fells,TE,2500,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,HOU,LAC,a,00-0030085,K.Stills,Kenny Stills,WR,3900,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,89,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,HOU,LAC,a,00-0034364,J.Akins,Jordan Akins,TE,2700,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,2,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,LAC,HOU,h,00-0022942,P.Rivers,Philip Rivers,QB,5800,23.619999999999997,46,31,318,2,0,0,0,2,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2019,3,2019092210,2019-09-22,Sun,LAC,HOU,h,00-0033699,A.Ekeler,Austin Ekeler,RB,7200,15.1,0,0,0,0,0,0,0,9,36,0,11,0,0,0,7,45,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,LAC,HOU,h,00-0034440,J.Jackson,Justin Jackson,RB,4200,7,0,0,0,0,0,0,0,5,26,0,10,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,LAC,HOU,h,00-0030279,K.Allen,Keenan Allen,WR,7000,46.6,0,0,0,0,0,0,0,1,3,0,3,0,0,0,13,183,2,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,LAC,HOU,h,00-0032897,D.Watt,Derek Watt,RB,3000,-0.1,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,LAC,HOU,h,00-0033536,M.Williams,Mike Williams,WR,4900,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,LAC,HOU,h,00-0029269,T.Benjamin,Travis Benjamin,WR,3000,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,LAC,HOU,h,00-0028411,D.Inman,Dontrelle Inman,WR,3000,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092210,2019-09-22,Sun,LAC,HOU,h,00-0027985,L.Kendricks,Lance Kendricks,TE,2600,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092213,2019-09-22,Sun,CLE,LA,h,00-0034855,B.Mayfield,Baker Mayfield,QB,6000,10.700000000000001,36,18,195,1,1,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
2019,3,2019092213,2019-09-22,Sun,CLE,LA,h,00-0034273,D.Ratley,Damion Ratley,WR,3200,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,16,0,0,0,1,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092213,2019-09-22,Sun,CLE,LA,h,00-0034791,N.Chubb,Nick Chubb,RB,6500,17.1,0,0,0,0,0,0,0,23,96,0,13,0,0,0,4,35,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092213,2019-09-22,Sun,CLE,LA,h,00-0031235,O.Beckham,Odell Beckham,WR,7700,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092213,2019-09-22,Sun,CLE,LA,h,00-0030155,D.Harris,Demetrius Harris,TE,2500,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092213,2019-09-22,Sun,CLE,LA,h,00-0031382,J.Landry,Jarvis Landry,WR,5300,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092213,2019-09-22,Sun,CLE,LA,h,00-0033611,R.Seals-Jones,Ricky Seals-Jones,TE,2700,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092213,2019-09-22,Sun,LA,CLE,a,00-0033106,J.Goff,Jared Goff,QB,6100,17.119999999999997,38,24,268,2,2,0,0,4,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2019,3,2019092213,2019-09-22,Sun,LA,CLE,a,00-0030431,R.Woods,Robert Woods,WR,6200,8.8,0,0,0,0,0,0,0,2,18,0,17,0,0,0,3,40,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092213,2019-09-22,Sun,LA,CLE,a,00-0031236,B.Cooks,Brandin Cooks,WR,6300,23,0,0,0,0,0,0,0,1,8,0,8,0,0,0,8,112,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092213,2019-09-22,Sun,LA,CLE,a,00-0032241,T.Gurley,Todd Gurley,RB,6700,4.3,0,0,0,0,0,0,0,14,43,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092213,2019-09-22,Sun,LA,CLE,a,00-0031806,M.Brown,Malcolm Brown,RB,4500,0.7,0,0,0,0,0,0,0,3,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,3,2019092213,2019-09-22,Sun,LA,CLE,a,00-0033895,G.Everett,Gerald Everett,TE,3200,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
