Year,Week,GID,Team_fmt,Opp_fmt,h.a,Name,Pos,DK.points,DK.salary
2019,16,7032,HOU,TB,a,Houston,Def,22,3200
2019,16,7021,NYJ,PIT,h,New York J,Def,12,3000
2019,16,7012,GB,MIN,a,Green Bay,Def,11,2600
2019,16,7001,ARI,SEA,a,Arizona,Def,11,2000
2019,16,7029,TB,HOU,h,Tampa Bay,Def,10,2300
2019,16,7015,KC,CHI,a,Kansas City,Def,10,2900
2019,16,7002,ATL,JAX,h,Atlanta,Def,9,3200
2019,16,7025,LA,SF,a,LA Rams,Def,9,2500
2019,16,7017,MIN,GB,h,Minnesota,Def,9,2700
2019,16,7023,PHI,DAL,h,Philadelphia,Def,8,2500
2019,16,7027,SF,LA,h,San Francisco,Def,7,3400
2019,16,7019,NO,TEN,a,New Orleans,Def,6,2700
2019,16,7011,DET,DEN,a,Detroit,Def,6,2700
2019,16,7010,DEN,DET,h,Denver,Def,5,3500
2019,16,7014,JAX,ATL,a,Jacksonville,Def,5,2200
2019,16,7024,PIT,NYJ,a,Pittsburgh,Def,5,3900
2019,16,7018,NE,BUF,h,New England,Def,5,4000
2019,16,7028,SEA,ARI,h,Seattle,Def,4,3700
2019,16,7003,BAL,CLE,a,Baltimore,Def,3,4000
2019,16,7026,LAC,OAK,h,LA Chargers,Def,3,3100
2019,16,7004,BUF,NE,a,Buffalo,Def,2,2900
2019,16,7022,OAK,LAC,a,Oakland,Def,2,2300
2019,16,7009,DAL,PHI,a,Dallas,Def,2,2600
2019,16,7016,MIA,CIN,h,Miami,Def,2,2900
2019,16,7008,CLE,BAL,h,Cleveland,Def,1,1800
2019,16,7006,CHI,KC,h,Chicago,Def,1,2300
2019,16,7007,CIN,MIA,a,Cincinnati,Def,0,2900
2019,16,7005,CAR,IND,a,Carolina,Def,-1,2400
2019,16,7031,WAS,NYG,h,Washington,Def,-1,2800
2019,16,7020,NYG,WAS,a,New York G,Def,-1,2800
2019,16,7030,TEN,NO,h,Tennessee,Def,-1,2100
2019,17,7019,NO,CAR,a,New Orleans,Def,18,4000
2019,17,7003,BAL,PIT,h,Baltimore,Def,18,3100
2019,17,7029,TB,ATL,h,Tampa Bay,Def,14,3100
2019,17,7014,JAX,IND,h,Jacksonville,Def,14,2600
2019,17,7021,NYJ,BUF,a,New York J,Def,14,2700
2019,17,7002,ATL,TB,a,Atlanta,Def,14,3400
2019,17,7015,KC,LAC,h,Kansas City,Def,13,3700
2019,17,7007,CIN,CLE,h,Cincinnati,Def,12,2900
2019,17,7016,MIA,NE,a,Miami,Def,11,1800
2019,17,7025,LA,ARI,h,LA Rams,Def,11,3200
2019,17,7023,PHI,NYG,a,Philadelphia,Def,9,3500
2019,17,7006,CHI,MIN,a,Chicago,Def,9,2100
2019,17,7004,BUF,NYJ,h,Buffalo,Def,8,3800
2019,17,7024,PIT,BAL,a,Pittsburgh,Def,8,3000
2019,17,7009,DAL,WAS,h,Dallas,Def,7,3300
2019,17,7017,MIN,CHI,h,Minnesota,Def,7,2900
2019,17,7030,TEN,HOU,a,Tennessee,Def,7,2800
2019,17,7010,DEN,OAK,h,Denver,Def,5,3300
2019,17,7022,OAK,DEN,a,Oakland,Def,5,2500
2019,17,7012,GB,DET,a,Green Bay,Def,4,3000
2019,17,7013,IND,JAX,a,Indianapolis,Def,4,3200
2019,17,7011,DET,GB,h,Detroit,Def,3,2000
2019,17,7008,CLE,CIN,a,Cleveland,Def,2,3600
2019,17,7028,SEA,SF,h,Seattle,Def,2,0
2019,17,7018,NE,MIA,h,New England,Def,2,4300
2019,17,7027,SF,SEA,a,San Francisco,Def,1,0
2019,17,7031,WAS,DAL,a,Washington,Def,1,2200
2019,17,7026,LAC,KC,a,LA Chargers,Def,1,1900
2019,17,7001,ARI,LA,a,Arizona,Def,0,2400
2019,17,7020,NYG,PHI,h,New York G,Def,0,2300
2019,17,7005,CAR,NO,h,Carolina,Def,-3,2000
2019,17,7032,HOU,TEN,h,Houston,Def,-4,2800
